,Image_link,Filename,Height & Weight
1,https://height-weight-chart.com/411-090.html,l/410-90_Katherine_L1.jpg," 4' 11"" 100 lbs."
2,https://height-weight-chart.com/411-100.html,l/411-100_Beth_L1.jpg," 4' 11"" 110 lbs."
3,https://height-weight-chart.com/411-110.html,l/411-110_Christina_L1.jpg," 4' 11"" 120 lbs."
4,https://height-weight-chart.com/411-120.html,l/411-120_saidy_L1.jpg," 4' 11"" 130 lbs."
5,https://height-weight-chart.com/411-130.html,l/411-130_Joanna_L1.jpg," 4' 11"" 150 lbs."
6,https://height-weight-chart.com/411-150.html,l/411-150_Elana_L1.jpg," 4' 11"" 170 lbs."
7,https://height-weight-chart.com/411-170.html,l/411-170_Cristen_L1.jpg," 4' 11"" 190 lbs."
8,https://height-weight-chart.com/411-190.html,l/411-190_Deb_L1.jpg," 4' 11"" 90 lbs."
9,https://height-weight-chart.com/500-240.html,l/500-240_Ruth_L1.jpg," 5' 0"" 240 lbs."
